Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Is_Weekend,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Total_Mins
Jet Airways,Banglore,Delhi,0,No info,88.18,27,6,0,15,15,18,10,175
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,9,6,1,22,50,4,25,335
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,15,6,1,14,55,17,25,150
Jet Airways,Banglore,Delhi,1,No info,126.58,12,3,0,9,45,0,30,885
Jet Airways,Kolkata,Banglore,1,No info,162.59,1,5,0,8,25,20,45,740
Jet Airways,Delhi,Cochin,1,No info,176.87,27,5,0,17,30,19,0,1530
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,22,50,4,25,335
Multiple carriers,Delhi,Cochin,1,No info,168.88,6,3,0,7,30,19,15,705
IndiGo,Banglore,Delhi,0,No info,80.33,24,3,1,18,25,21,20,175
SpiceJet,Kolkata,Banglore,1,No info,68.17,24,3,1,15,5,20,45,340
Air India,Kolkata,Banglore,1,No info,98.96,9,6,1,9,10,13,15,245
IndiGo,Delhi,Cochin,1,No info,71.81,21,3,0,14,20,22,20,480
GoAir,Banglore,Delhi,0,No info,46.63,9,4,0,20,55,23,40,165
IndiGo,Kolkata,Banglore,0,No info,45.63,12,3,0,20,25,23,5,160
SpiceJet,Banglore,Delhi,0,No info,43.68,24,5,0,21,10,0,5,175
Air Asia,Kolkata,Banglore,1,No info,57.11,6,5,0,7,35,23,30,955
Jet Airways,Delhi,Cochin,2,No info,104.31,9,4,0,13,25,12,35,1390
Jet Airways,Delhi,Cochin,2,No info,206.84,3,6,0,11,40,19,0,440
Air India,Delhi,Cochin,0,No info,57.21,18,6,0,5,10,8,0,170
Jet Airways,Delhi,Cochin,1,No info,176.87,27,5,0,11,30,19,0,450
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,15,6,1,19,50,22,50,180
Multiple carriers,Delhi,Cochin,1,No info,74.74,27,5,0,17,45,1,30,465
Jet Airways,Kolkata,Banglore,1,No info,120.48,9,5,0,9,35,10,55,1520
Multiple carriers,Delhi,Cochin,2,No info,175.61,24,6,0,15,5,1,30,625
Air India,Delhi,Cochin,2,No info,109.65,9,4,0,12,55,19,15,1820
IndiGo,Kolkata,Banglore,0,No info,52.84,6,6,0,22,15,0,50,155
Jet Airways,Delhi,Cochin,1,No info,176.87,27,5,0,10,0,19,0,540
Jet Airways,Delhi,Cochin,2,In-flight meal not included,126.58,12,6,0,21,25,12,35,910
Air India,Kolkata,Banglore,2,No info,126.96,9,6,1,9,25,13,45,1700
Jet Airways,Banglore,Delhi,0,No info,79.52,24,4,0,17,45,20,45,180
Jet Airways,Banglore,Delhi,0,In-flight meal not included,49.98,27,4,1,6,0,8,45,165
IndiGo,Delhi,Cochin,1,No info,71.46,15,5,0,5,10,10,5,295
IndiGo,Kolkata,Banglore,0,No info,52.84,15,6,1,21,25,0,5,160
Air India,Banglore,Delhi,1,No info,147.83,1,3,0,11,5,9,15,1330
Jet Airways,Delhi,Cochin,1,In-flight meal not included,71.94,27,3,0,18,15,4,25,610
IndiGo,Banglore,Delhi,0,No info,50.5,1,6,1,23,30,2,20,170
IndiGo,Banglore,Delhi,1,No info,48.81,18,3,0,16,15,20,35,260
Air Asia,Delhi,Cochin,1,No info,67.66,21,3,0,20,10,7,10,660
Jet Airways,Banglore,Delhi,0,In-flight meal not included,85.29,21,6,0,17,45,20,45,180
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,24,6,0,14,0,12,35,1355
Jet Airways,Banglore,Delhi,0,No info,88.18,9,6,1,18,55,22,0,185
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,52.59,24,3,1,6,55,9,35,160
Vistara,Banglore,Delhi,0,No info,51.35,27,6,0,11,30,14,20,170
Air India,Banglore,Delhi,1,No info,160.53,6,3,0,11,50,8,55,1265
Jet Airways,Kolkata,Banglore,1,No info,156.54,24,3,1,16,55,4,45,710
Air India,Delhi,Cochin,1,No info,92.68,15,5,0,5,15,6,50,1535
Multiple carriers,Delhi,Cochin,1,No info,106.11,12,6,0,7,5,22,30,925
IndiGo,Chennai,Kolkata,0,No info,80.24,3,3,1,14,40,17,5,145
Air Asia,Kolkata,Banglore,1,No info,56.78,9,4,0,6,50,10,30,220
IndiGo,Banglore,Delhi,0,No info,75.46,9,3,1,18,25,21,20,175
Vistara,Delhi,Cochin,0,No info,68.38,15,4,0,6,0,9,10,190
Air Asia,Kolkata,Banglore,1,No info,57.11,24,5,0,7,35,19,25,710
IndiGo,Banglore,Delhi,0,No info,53.05,9,4,0,20,0,22,50,170
SpiceJet,Banglore,Delhi,0,No check-in baggage included,43.11,3,4,0,9,30,12,20,170
IndiGo,Mumbai,Hyderabad,0,No info,30.29,3,6,0,19,5,20,35,90
Multiple carriers,Delhi,Cochin,1,No info,102.46,9,5,0,7,30,19,0,690
Multiple carriers,Delhi,Cochin,1,No info,128.34,27,3,0,10,0,18,50,530
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,68.46,12,6,0,8,25,4,40,1215
Air India,Kolkata,Banglore,2,No info,146.84,24,3,1,9,25,5,35,1210
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,18,3,0,16,55,9,0,965
Multiple carriers,Delhi,Cochin,1,No info,171.63,6,3,0,13,0,1,35,755
Jet Airways,Delhi,Cochin,2,No info,166.42,9,5,0,19,30,12,35,1025
IndiGo,Banglore,Delhi,0,No info,53.05,9,4,0,16,55,19,55,180
Vistara,Kolkata,Banglore,1,No info,92.97,1,5,0,7,10,22,40,930
Multiple carriers,Delhi,Cochin,1,No info,137.76,6,6,0,7,30,19,0,690
SpiceJet,Chennai,Kolkata,0,No info,37.22,27,3,0,17,45,20,5,140
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,1,6,1,19,15,19,0,1425
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,21.62,18,6,0,13,15,14,45,90
IndiGo,Kolkata,Banglore,0,No info,52.84,18,5,1,22,15,0,50,155
Jet Airways,Delhi,Cochin,1,No info,176.87,27,5,0,18,15,19,0,1485
Jet Airways,Delhi,Cochin,2,No info,146.21,1,6,1,21,25,19,0,1295
Air Asia,Delhi,Cochin,1,No info,74.26,9,5,0,7,55,13,25,330
Air India,Delhi,Cochin,1,No info,95.36,15,5,0,7,0,19,15,735
IndiGo,Delhi,Cochin,1,No info,163.58,3,3,1,17,30,1,35,485
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,21,5,0,14,0,19,0,300
SpiceJet,Banglore,Delhi,0,No check-in baggage included,43.11,6,6,0,9,30,12,20,170
Multiple carriers,Delhi,Cochin,1,No info,406.81,1,3,0,12,50,19,15,385
IndiGo,Chennai,Kolkata,0,No info,39.57,3,6,0,19,35,21,55,140
Air India,Banglore,Delhi,0,No info,118.15,9,3,1,17,0,19,45,165
Air India,Kolkata,Banglore,2,No info,125.75,6,6,0,16,50,5,35,765
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,12,3,0,18,55,10,45,950
Jet Airways,Delhi,Cochin,2,No info,146.21,3,6,0,9,35,12,35,1620
Air India,Delhi,Cochin,3,No info,115.42,15,6,1,5,15,7,40,1585
GoAir,Banglore,Delhi,0,No info,83.94,9,3,1,7,45,10,40,175
Air India,Delhi,Cochin,2,No info,147.19,6,6,0,6,50,7,40,1490
Jet Airways,Kolkata,Banglore,1,No info,151.04,6,6,0,20,0,4,40,520
Air India,Delhi,Cochin,2,No info,131.02,21,5,0,5,55,7,40,1545
IndiGo,Banglore,Delhi,0,No info,50.5,18,4,0,23,30,2,20,170
Multiple carriers,Delhi,Cochin,1,No info,163.33,3,6,0,13,0,19,15,375
Multiple carriers,Delhi,Cochin,1,No info,90.93,12,6,0,8,45,19,15,630
Air India,Delhi,Cochin,2,No info,136.31,18,5,1,17,15,19,15,1560
Jet Airways,Kolkata,Banglore,1,No info,143.48,12,6,0,18,55,12,0,1025
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,21,5,0,7,5,4,25,1280
Jet Airways,Delhi,Cochin,1,No info,134.66,21,3,0,22,50,4,25,335
IndiGo,Banglore,Delhi,0,No info,43.37,18,5,1,10,10,13,0,170
Vistara,Kolkata,Banglore,1,No info,122.15,24,3,1,20,20,22,10,1550
Jet Airways,Kolkata,Banglore,1,No info,158.27,12,5,1,21,10,9,20,730
Jet Airways,Delhi,Cochin,2,No info,143.15,18,5,1,19,30,12,35,1025
Multiple carriers,Delhi,Cochin,1,No info,169.52,6,3,0,10,20,18,50,510
Jet Airways,Delhi,Cochin,1,No info,179.18,9,3,1,19,45,18,50,1385
IndiGo,Delhi,Cochin,1,No info,70.86,15,5,0,6,50,16,10,560
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,8,25,16,20,475
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,18,5,1,10,20,11,50,90
IndiGo,Banglore,Delhi,0,No info,75.97,12,4,0,23,30,2,20,170
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,21,5,0,9,45,12,0,135
Jet Airways,Delhi,Cochin,1,No info,161.85,6,6,0,9,0,19,0,600
Vistara Premium economy,Banglore,Delhi,0,No info,129.72,3,3,1,16,0,18,35,155
Multiple carriers,Delhi,Cochin,1,No info,157.55,15,5,0,11,30,19,15,465
SpiceJet,Banglore,Delhi,0,No info,43.68,9,4,0,21,10,0,5,175
Vistara,Kolkata,Banglore,1,No info,92.97,6,5,0,20,20,22,40,1580
Vistara,Banglore,Delhi,0,No info,59.43,12,4,0,7,0,9,40,160
Multiple carriers,Delhi,Cochin,1,No info,151.0,9,5,0,10,0,21,0,660
Air India,Kolkata,Banglore,2,No info,139.03,1,4,0,10,0,5,25,1165
Jet Airways,Banglore,Delhi,0,In-flight meal not included,57.18,18,4,0,15,15,18,10,175
Vistara,Banglore,Delhi,0,No info,53.66,1,6,1,19,30,22,15,165
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,19,45,19,0,1395
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,94.07,3,3,1,7,10,16,10,540
Vistara,Delhi,Cochin,0,No info,74.15,21,4,1,14,40,17,50,190
Multiple carriers,Delhi,Cochin,1,No info,71.29,9,4,0,12,50,19,15,385
Multiple carriers,Delhi,Cochin,1,No info,80.89,6,6,0,10,35,19,15,520
Air India,Banglore,Delhi,0,No info,57.51,21,4,1,21,5,23,55,170
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,12,5,1,8,25,20,45,740
IndiGo,Delhi,Cochin,1,No info,69.82,18,5,1,6,50,12,10,320
Air India,Banglore,Delhi,1,No info,55.14,15,3,0,8,15,12,15,240
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,9,6,1,18,55,4,40,585
IndiGo,Banglore,Delhi,0,No info,53.05,6,4,1,18,25,21,20,175
Air India,Delhi,Cochin,2,No info,147.19,24,6,0,16,55,19,15,1580
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,1,6,1,9,45,12,0,135
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,15,5,0,18,55,4,40,585
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,18,55,19,50,1495
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,9,6,1,7,5,19,0,715
Air India,Delhi,Cochin,2,No info,143.14,1,6,1,10,55,19,15,500
Jet Airways,Delhi,Cochin,2,No info,168.73,27,6,0,19,10,12,35,1045
GoAir,Banglore,Delhi,0,No info,54.31,18,4,0,11,40,14,30,170
IndiGo,Delhi,Cochin,1,No info,75.0,6,6,0,5,5,12,10,425
Air India,Delhi,Cochin,2,No info,114.85,18,5,1,22,0,19,15,1275
Jet Airways,Delhi,Cochin,1,In-flight meal not included,56.95,3,4,0,14,0,19,0,300
IndiGo,Chennai,Kolkata,0,No info,42.44,27,6,0,11,35,14,0,145
IndiGo,Kolkata,Banglore,1,No info,71.87,18,5,1,21,0,2,15,315
Multiple carriers,Delhi,Cochin,1,No info,74.74,15,6,1,10,20,1,30,910
Multiple carriers,Delhi,Cochin,1,No info,107.1,3,6,0,7,30,19,15,705
Jet Airways,Banglore,Delhi,0,No info,79.52,1,5,0,19,50,22,50,180
SpiceJet,Delhi,Cochin,1,No info,54.53,24,4,0,17,55,22,50,295
IndiGo,Banglore,Delhi,0,No info,84.13,9,3,1,6,0,8,45,165
SpiceJet,Kolkata,Banglore,0,No info,42.6,15,6,1,14,55,17,25,150
Jet Airways,Kolkata,Banglore,1,No info,158.27,12,5,1,18,55,4,40,585
IndiGo,Kolkata,Banglore,0,No info,61.8,6,3,0,17,15,19,55,160
Multiple carriers,Delhi,Cochin,1,No info,81.49,9,6,1,19,0,1,30,390
Air Asia,Delhi,Cochin,1,No info,151.51,3,3,1,16,45,22,15,330
Vistara,Banglore,Delhi,0,No info,51.35,3,5,0,7,0,9,40,160
Jet Airways,Delhi,Cochin,2,No info,143.9,21,3,0,18,20,4,25,2045
Air India,Delhi,Cochin,1,No info,95.36,3,6,0,3,50,19,15,925
IndiGo,Delhi,Cochin,1,No info,69.48,24,6,0,16,0,1,30,570
Jet Airways,Delhi,Cochin,1,In-flight meal not included,138.41,6,3,0,22,20,4,25,365
Vistara,Banglore,Delhi,0,No info,87.15,9,3,1,16,10,18,50,160
GoAir,Delhi,Cochin,1,No info,81.16,3,3,1,7,0,12,50,350
Vistara,Banglore,Delhi,0,No info,53.66,3,6,0,19,30,22,15,165
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,16,30,19,50,1640
Jet Airways,Banglore,Delhi,0,No info,79.52,3,4,0,8,20,11,20,180
SpiceJet,Delhi,Cochin,1,No info,69.27,21,5,0,6,5,11,20,315
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,93.82,12,6,0,20,0,12,0,960
Multiple carriers,Delhi,Cochin,1,No info,151.0,18,5,1,14,0,21,0,420
SpiceJet,Kolkata,Banglore,1,No info,73.07,24,5,0,8,35,17,15,520
Multiple carriers,Delhi,Cochin,1,No info,112.17,9,5,0,10,0,19,0,540
SpiceJet,Kolkata,Banglore,0,No info,54.02,21,4,1,22,20,0,40,140
IndiGo,Chennai,Kolkata,0,No info,71.3,6,3,0,5,15,7,35,140
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,8,55,15,15,380
IndiGo,Kolkata,Banglore,1,No info,40.89,18,5,1,19,20,23,45,265
IndiGo,Chennai,Kolkata,0,No info,39.57,1,6,1,13,15,15,35,140
Air India,Banglore,Delhi,2,No info,119.31,18,3,0,11,5,22,10,665
Air India,Banglore,Delhi,1,No info,154.76,1,3,0,5,50,22,45,1015
Jet Airways,Delhi,Cochin,1,In-flight meal not included,56.95,1,4,0,22,50,12,35,825
Air India,Delhi,Cochin,2,No info,161.05,6,3,0,5,55,7,40,1545
IndiGo,Delhi,Cochin,1,No info,70.86,6,6,0,8,35,22,30,835
Air India,Delhi,Cochin,1,No info,62.74,21,3,0,17,45,23,0,315
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,6,5,0,14,5,9,20,1155
Jet Airways,Delhi,Cochin,1,No info,161.85,6,6,0,20,55,4,25,450
Jet Airways,Delhi,Cochin,1,In-flight meal not included,59.47,1,4,0,10,0,19,0,540
Vistara,Kolkata,Banglore,1,No info,94.71,15,5,0,20,20,20,20,1440
Jet Airways,Delhi,Cochin,2,No info,156.61,12,6,0,18,25,12,35,1090
IndiGo,Banglore,Delhi,0,No info,53.05,9,6,1,7,10,10,5,175
IndiGo,Mumbai,Hyderabad,0,No info,24.5,27,3,0,20,5,21,35,90
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,7,5,4,25,1280
Air India,Delhi,Cochin,1,No info,92.09,6,6,0,13,0,19,15,375
Jet Airways,Delhi,Cochin,1,No info,187.26,3,3,1,13,55,4,25,870
Air India,Mumbai,Hyderabad,0,No info,34.1,27,5,0,21,5,22,25,80
Jet Airways,Delhi,Cochin,1,In-flight meal not included,154.58,9,3,1,6,50,19,45,775
IndiGo,Chennai,Kolkata,0,No info,38.94,9,5,0,5,15,7,40,145
Vistara,Kolkata,Banglore,1,No info,102.79,21,5,0,20,20,18,50,1350
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,1,6,1,5,30,4,25,1375
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,7,0,12,25,325
SpiceJet,Mumbai,Hyderabad,0,No info,63.3,9,3,1,8,50,10,15,85
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,8,55,16,10,435
Jet Airways,Kolkata,Banglore,1,No info,158.27,6,5,0,8,25,20,45,740
Air India,Delhi,Cochin,2,No info,97.23,27,6,0,13,15,9,25,1210
Air India,Delhi,Cochin,2,No info,243.06,3,3,1,22,0,19,15,1275
Vistara,Chennai,Kolkata,0,No info,40.56,27,5,0,7,5,9,20,135
Multiple carriers,Delhi,Cochin,1,No info,105.9,15,5,0,8,30,19,0,630
Multiple carriers,Delhi,Cochin,1,No info,148.96,21,3,0,11,30,1,35,845
IndiGo,Banglore,Delhi,0,No info,48.65,27,4,1,4,0,6,50,170
IndiGo,Delhi,Cochin,2,No info,97.89,3,3,1,4,55,21,20,985
SpiceJet,Delhi,Cochin,1,No info,61.41,21,4,1,6,5,11,20,315
Air Asia,Delhi,Cochin,1,No info,74.27,27,5,0,16,45,6,35,830
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,21,5,0,8,20,10,35,135
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,8,0,15,15,435
Air India,Kolkata,Banglore,2,No info,120.9,1,5,0,5,50,8,55,1625
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,9,0,12,35,1655
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,14,0,19,0,300
GoAir,Banglore,Delhi,0,No info,37.38,24,5,0,11,40,14,30,170
Air India,Delhi,Cochin,0,No info,57.21,24,4,0,5,10,8,0,170
Air India,Kolkata,Banglore,2,No info,152.6,6,5,0,10,0,1,20,920
Air India,Delhi,Cochin,1,No info,81.22,15,6,1,17,40,23,0,320
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,6,6,0,18,15,4,25,610
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,8,25,12,0,1655
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,136.22,6,5,0,9,35,19,10,575
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,85.33,9,5,0,14,5,18,15,1690
Jet Airways,Banglore,Delhi,1,No info,189.87,6,3,0,21,25,11,25,840
SpiceJet,Chennai,Kolkata,0,No info,80.28,1,3,0,9,30,12,5,155
Jet Airways,Banglore,Delhi,0,No info,79.52,6,4,1,15,15,18,10,175
IndiGo,Kolkata,Banglore,0,No info,45.91,1,4,0,4,40,7,15,155
IndiGo,Kolkata,Banglore,1,No info,62.69,18,5,1,17,35,22,15,280
Air India,Kolkata,Banglore,0,No info,53.68,24,4,0,14,15,16,45,150
Air India,Delhi,Cochin,1,No info,168.12,6,3,0,8,0,19,15,675
Jet Airways,Kolkata,Banglore,1,No info,151.35,24,3,1,8,25,16,20,475
Vistara,Kolkata,Banglore,1,No info,177.01,24,3,1,9,55,18,45,530
IndiGo,Mumbai,Hyderabad,0,No info,48.31,9,3,1,6,20,7,45,85
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,24,6,0,20,55,12,35,940
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,12,6,0,6,55,9,30,155
GoAir,Banglore,Delhi,0,No info,55.53,1,6,1,7,45,10,40,175
Air India,Kolkata,Banglore,1,No info,122.06,21,5,0,7,0,20,25,805
IndiGo,Delhi,Cochin,1,No info,55.8,24,4,0,7,35,12,10,275
Jet Airways,Delhi,Cochin,1,No info,218.11,3,3,1,9,55,4,25,1110
Vistara,Chennai,Kolkata,0,No info,41.13,21,3,0,7,5,9,20,135
Air India,Delhi,Cochin,2,No info,116.58,9,3,1,5,0,19,15,2295
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,15,6,1,18,55,22,0,185
Vistara,Kolkata,Banglore,1,No info,94.71,1,4,0,17,0,18,50,1550
Vistara,Delhi,Cochin,0,No info,68.38,9,5,0,14,40,17,50,190
Air India,Banglore,Delhi,0,No info,76.57,9,6,1,13,20,16,10,170
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,117.73,6,5,0,9,35,21,5,690
Jet Airways,Kolkata,Banglore,1,No info,155.66,15,5,0,17,0,23,35,395
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,9,5,0,6,30,10,5,1655
IndiGo,Kolkata,Banglore,0,No info,49.37,12,4,0,20,20,22,55,155
Multiple carriers,Delhi,Cochin,1,No info,81.49,15,6,1,18,0,1,30,450
Jet Airways,Delhi,Cochin,0,In-flight meal not included,59.87,18,4,0,11,0,14,15,195
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,115.93,12,6,0,9,35,19,10,575
Multiple carriers,Delhi,Cochin,1,No info,84.95,1,6,1,13,0,1,30,750
Multiple carriers,Delhi,Cochin,1,No info,169.52,6,3,0,7,30,18,50,680
Jet Airways,Banglore,Delhi,0,No info,79.52,21,5,0,7,10,10,10,180
IndiGo,Kolkata,Banglore,0,No info,52.84,21,6,0,20,20,22,55,155
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,44.55,3,3,1,2,55,4,25,90
Jet Airways,Kolkata,Banglore,1,No info,155.66,18,5,1,17,0,19,10,1570
SpiceJet,Delhi,Cochin,1,No info,54.53,6,4,1,17,55,22,50,295
Air India,Banglore,Delhi,0,No info,83.5,3,3,1,21,10,23,55,165
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,122.47,24,3,1,13,55,22,35,520
IndiGo,Delhi,Cochin,1,No info,72.6,27,5,0,5,5,12,10,425
Air India,Banglore,Delhi,0,No info,54.63,9,3,1,21,10,23,55,165
Air India,Delhi,Cochin,2,No info,170.29,1,6,1,6,50,7,40,1490
SpiceJet,Kolkata,Banglore,0,No info,60.66,1,3,0,22,20,0,40,140
Jet Airways,Delhi,Cochin,1,No info,161.85,15,6,1,8,0,19,0,660
GoAir,Delhi,Cochin,1,No info,54.55,15,6,1,10,35,19,35,540
Jet Airways,Banglore,Delhi,0,No info,79.52,21,4,1,11,10,14,5,175
Air India,Delhi,Cochin,0,No info,67.03,15,5,0,18,5,21,10,185
Air Asia,Kolkata,Banglore,0,No info,48.5,24,4,0,10,20,12,55,155
Multiple carriers,Delhi,Cochin,1,No info,107.73,18,5,1,6,0,19,0,780
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,3,4,0,2,55,4,20,85
IndiGo,Delhi,Cochin,1,No info,70.86,15,6,1,8,35,16,10,455
Vistara,Banglore,Delhi,0,No info,53.66,18,5,1,7,0,9,40,160
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,136.91,24,3,1,21,10,10,5,775
Jet Airways,Delhi,Cochin,2,No info,183.74,9,5,0,23,5,4,25,1760
Jet Airways,Banglore,Delhi,1,In-flight meal not included,100.47,15,3,0,5,45,10,45,300
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,15,5,0,20,0,4,40,520
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,1,6,1,7,10,10,10,180
Jet Airways,Banglore,Delhi,0,In-flight meal not included,67.58,21,4,1,7,10,10,10,180
Air India,Banglore,Delhi,0,No info,76.57,18,5,1,10,0,12,45,165
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,9,5,0,16,30,4,40,730
IndiGo,Chennai,Kolkata,0,No info,39.57,21,5,0,19,35,21,55,140
SpiceJet,Banglore,Delhi,1,No info,78.53,21,3,0,10,20,18,15,475
Air India,Mumbai,Hyderabad,2,No info,276.53,6,3,0,9,40,15,15,1775
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,1,6,1,9,40,12,35,1615
Air India,Delhi,Cochin,1,No info,56.29,6,4,1,20,40,9,25,765
Multiple carriers,Delhi,Cochin,1,No info,101.32,18,5,1,11,40,19,15,455
SpiceJet,Kolkata,Banglore,0,No info,45.91,15,4,0,17,10,19,40,150
Multiple carriers,Delhi,Cochin,1,No info,118.65,27,5,0,7,30,19,15,705
Jet Airways,Banglore,Delhi,1,In-flight meal not included,100.47,15,3,0,8,0,7,40,1420
Jet Airways,Delhi,Cochin,2,No info,147.14,1,6,1,14,35,4,25,830
Air India,Banglore,Delhi,1,No info,76.5,21,3,0,22,0,10,50,770
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,9,5,0,8,25,18,15,590
Air Asia,Kolkata,Banglore,0,No info,41.88,1,4,0,19,55,22,25,150
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,1,5,0,14,5,12,0,1315
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,9,5,0,2,15,4,25,1570
SpiceJet,Banglore,Delhi,0,No info,54.9,1,5,0,21,10,0,5,175
Air India,Delhi,Cochin,1,No info,74.19,21,3,0,23,0,19,15,1215
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,22,50,19,0,1210
Jet Airways,Delhi,Cochin,1,In-flight meal not included,71.94,27,3,0,17,30,4,25,655
SpiceJet,Kolkata,Banglore,0,No info,42.6,6,4,1,17,10,19,40,150
Jet Airways,Delhi,Cochin,1,No info,171.09,9,5,0,21,50,19,0,1270
IndiGo,Kolkata,Banglore,0,No info,52.84,27,5,0,20,20,22,55,155
Jet Airways,Delhi,Cochin,1,In-flight meal not included,81.82,27,3,0,23,5,19,45,1240
Air Asia,Banglore,Delhi,0,No info,67.99,3,5,0,4,55,7,45,170
Multiple carriers,Delhi,Cochin,1,No info,103.66,1,5,0,19,0,1,30,390
Air India,Banglore,Delhi,2,No info,139.98,12,3,0,17,25,23,25,1800
Air India,Banglore,Delhi,1,No info,66.51,15,3,0,8,15,21,25,790
SpiceJet,Banglore,Delhi,0,No info,43.68,15,6,1,21,10,0,5,175
Jet Airways,Kolkata,Banglore,1,No info,139.61,6,6,0,20,25,14,25,1080
IndiGo,Delhi,Cochin,1,No info,81.96,6,3,0,14,20,22,20,480
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,22,55,7,40,525
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,117.73,6,5,0,9,35,22,5,750
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,21,25,10,45,800
Jet Airways,Banglore,Delhi,1,No info,299.31,15,3,0,22,55,5,5,370
Jet Airways,Kolkata,Banglore,1,No info,153.35,18,5,1,21,10,4,40,450
Air India,Banglore,Delhi,1,No info,112.71,1,3,0,17,0,12,15,1155
IndiGo,Kolkata,Banglore,0,No info,52.84,6,5,0,17,15,19,50,155
Air Asia,Kolkata,Banglore,1,No info,74.91,6,6,0,22,40,10,40,720
Jet Airways,Banglore,Delhi,0,In-flight meal not included,57.18,1,5,0,8,20,11,20,180
Vistara,Banglore,Delhi,0,No info,61.74,3,5,0,21,0,23,50,170
IndiGo,Mumbai,Hyderabad,0,No info,52.62,3,3,1,21,20,22,45,85
Jet Airways,Delhi,Cochin,1,In-flight meal not included,59.47,21,3,0,19,45,18,50,1385
Air India,Banglore,Delhi,0,No info,57.51,27,4,1,13,20,16,10,170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,20,55,19,0,1325
Air India,Chennai,Kolkata,0,No info,51.34,15,6,1,11,40,13,55,135
Jet Airways,Kolkata,Banglore,1,No info,162.59,21,5,0,14,5,19,50,345
